document,CharacterCount,WordCount,AverageWordLength,UniqueWordsCount,TypeTokenRatio,RootTypeTokenRatio,CorrectedTypeTokenRatio,AvgTreeDepth,AvgTreeScore,MLC,MLS,MLT,C_S,C_T,CT_T,DC_C,DC_T,CP_C,CP_T,T_S,CN_C,CN_T,VP_T,SentenceCount,AvgSentenceLengthInWords,AvgSentenceLengthInChars,NounVariation,VerbVariation,AdjectiveVariation,AdverbVariation,VerbVariation1,SquaredVerbVariation1,CorrectedVerbVariation1,LexicalDensity,label
Cigarettes-ele.txt,2414.000000,476.000000,5.071429,236.000000,0.495798,10.817042,7.648804,12.695652,-154.025847,9.600000,22.956522,18.206897,2.391304,1.896552,1.000000,0.472727,0.896552,0.200000,0.379310,1.260870,2.036364,3.862069,0.379310,23.000000,22.956522,105.304348,0.494983,0.297659,0.140468,0.066890,0.382022,12.988764,2.548408,0.566288,Elementary
climate change -ele.txt,2604.000000,512.000000,5.085938,282.000000,0.550781,12.462757,8.812500,9.448276,-140.189521,10.357143,20.000000,16.571429,1.931034,1.600000,0.400000,0.214286,0.342857,0.267857,0.428571,1.206897,2.053571,3.285714,0.428571,29.000000,20.000000,90.344828,0.485207,0.230769,0.168639,0.115385,0.423077,13.961538,2.642115,0.582759,Elementary
Coal to challenge oil-ele.txt,1704.000000,370.000000,4.605405,205.000000,0.554054,10.657443,7.535950,10.052632,-146.825117,11.416667,21.631579,16.440000,1.894737,1.440000,0.520000,0.305556,0.440000,0.166667,0.240000,1.315789,1.944444,2.800000,0.240000,19.000000,21.631579,90.105263,0.578723,0.221277,0.131915,0.068085,0.480769,12.019231,2.451452,0.571776,Elementary
Copyright-ele.txt,2385.000000,493.000000,4.837728,287.000000,0.582150,12.925830,9.139942,13.391304,-172.098895,8.461538,23.913043,18.965517,2.826087,2.241379,1.586207,0.538462,1.206897,0.200000,0.448276,1.260870,1.861538,4.172414,0.448276,23.000000,23.913043,103.695652,0.542662,0.317406,0.095563,0.044369,0.494624,22.752688,3.372884,0.532727,Elementary
Crowdfunding-ele.txt,2576.000000,571.000000,4.511384,314.000000,0.549912,13.140491,9.291730,10.750000,-129.310319,9.681818,19.968750,17.270270,2.062500,1.783784,0.702703,0.363636,0.648649,0.212121,0.378378,1.156250,2.015152,3.594595,0.378378,32.000000,19.968750,80.500000,0.472561,0.329268,0.131098,0.067073,0.388889,16.333333,2.857738,0.513302,Elementary
Denmark-ele.txt,2487.000000,570.000000,4.363158,288.000000,0.505263,12.062993,8.529824,11.764706,-126.525930,8.181818,18.529412,13.695652,2.264706,1.673913,0.673913,0.350649,0.586957,0.142857,0.239130,1.352941,1.298701,2.173913,0.239130,34.000000,18.529412,73.382353,0.395833,0.389881,0.110119,0.104167,0.343511,15.458015,2.780109,0.533333,Elementary
Everest-ele.txt,2924.000000,622.000000,4.700965,335.000000,0.538585,13.432276,9.498054,9.880952,-115.160881,10.968750,16.714286,14.936170,1.523810,1.361702,0.382979,0.265625,0.361702,0.218750,0.297872,1.119048,1.937500,2.638298,0.297872,42.000000,16.714286,69.619048,0.483696,0.301630,0.135870,0.078804,0.396396,17.441441,2.953087,0.524217,Elementary
Exercise-ele.txt,3004.000000,644.000000,4.664596,326.000000,0.506211,12.846200,9.083635,9.418605,-118.081551,10.328571,16.813953,13.903846,1.627907,1.346154,0.500000,0.285714,0.384615,0.142857,0.192308,1.209302,1.742857,2.346154,0.192308,43.000000,16.813953,69.860465,0.474394,0.288410,0.134771,0.102426,0.495327,26.252336,3.623005,0.513140,Elementary
Facebook deserted by millions of users-ele.txt,2179.000000,458.000000,4.757642,262.000000,0.572052,12.242456,8.656724,10.000000,-128.929939,13.358974,20.038462,17.965517,1.500000,1.344828,0.379310,0.282051,0.379310,0.205128,0.275862,1.115385,2.256410,3.034483,0.275862,26.000000,20.038462,83.807692,0.536232,0.242754,0.137681,0.083333,0.432836,12.552239,2.505218,0.529750,Elementary
False memory-ele.txt,2711.000000,576.000000,4.706597,291.000000,0.505208,12.125000,8.573670,10.588235,-122.790322,10.683333,18.852941,17.805556,1.764706,1.666667,0.750000,0.433333,0.722222,0.150000,0.250000,1.058824,2.800000,4.666667,0.250000,34.000000,18.852941,79.970588,0.466077,0.274336,0.188791,0.070796,0.451613,18.967742,3.079589,0.528861,Elementary
Ferguson-ele.txt,2731.000000,632.000000,4.321203,297.000000,0.469937,11.814026,8.353778,10.473684,-116.010248,10.953125,18.447368,15.239130,1.684211,1.391304,0.434783,0.265625,0.369565,0.250000,0.347826,1.210526,2.343750,3.260870,0.347826,38.000000,18.447368,71.868421,0.470085,0.301994,0.148148,0.079772,0.377358,15.094340,2.747211,0.500713,Elementary
Fitness-ele.txt,2623.000000,605.000000,4.335537,342.000000,0.565289,13.904277,9.831809,9.333333,-117.153006,10.000000,16.428571,14.680851,1.642857,1.468085,0.510638,0.347826,0.510638,0.101449,0.148936,1.119048,1.637681,2.404255,0.148936,42.000000,16.428571,62.452381,0.428571,0.333333,0.131653,0.106443,0.411765,20.176471,3.176198,0.517391,Elementary
Food shortages-ele.txt,2002.000000,417.000000,4.800959,230.000000,0.551559,11.263148,7.964249,11.523810,-149.289492,12.184211,22.047619,20.130435,1.809524,1.652174,0.478261,0.289474,0.478261,0.263158,0.434783,1.095238,2.657895,4.391304,0.434783,21.000000,22.047619,95.714286,0.532819,0.270270,0.135135,0.061776,0.471429,15.557143,2.789009,0.559395,Elementary
Gangs-ele.txt,2951.000000,665.000000,4.437594,335.000000,0.503759,12.990743,9.185842,9.176471,-133.395016,8.651163,14.588235,12.400000,1.686275,1.433333,0.566667,0.372093,0.533333,0.127907,0.183333,1.176471,1.290698,1.850000,0.183333,51.000000,14.588235,58.019608,0.422392,0.361323,0.129771,0.086514,0.359155,18.316901,3.026293,0.528226,Elementary
Gorillas and oil-ele.txt,1893.000000,402.000000,4.708955,224.000000,0.557214,11.172105,7.899871,10.040000,-121.343015,9.717391,17.880000,15.964286,1.840000,1.642857,0.464286,0.282609,0.464286,0.195652,0.321429,1.120000,1.326087,2.178571,0.321429,25.000000,17.880000,75.720000,0.591093,0.246964,0.117409,0.044534,0.491803,14.754098,2.716072,0.552573,Elementary
Greeks and drugs-ele.txt,2125.000000,463.000000,4.589633,259.000000,0.559395,12.036751,8.511268,10.400000,-115.964342,8.655738,17.600000,14.270270,2.033333,1.648649,0.648649,0.344262,0.567568,0.196721,0.324324,1.233333,2.000000,3.297297,0.324324,30.000000,17.600000,71.100000,0.457746,0.330986,0.154930,0.056338,0.414894,16.180851,2.844367,0.537879,Elementary
Hillsborough-ele.txt,3132.000000,655.000000,4.781679,307.000000,0.468702,11.995483,8.482087,10.394737,-123.719485,9.164557,19.052632,15.083333,2.078947,1.645833,0.750000,0.417722,0.687500,0.189873,0.312500,1.263158,1.265823,2.083333,0.312500,38.000000,19.052632,82.421053,0.536842,0.302632,0.081579,0.078947,0.347826,13.913043,2.637522,0.524862,Elementary
Insects-ele.txt,2770.000000,603.000000,4.593698,333.000000,0.552239,13.560808,9.588940,10.235294,-165.444306,12.053571,19.852941,16.463415,1.647059,1.365854,0.463415,0.321429,0.439024,0.375000,0.512195,1.205882,2.821429,3.853659,0.512195,34.000000,19.852941,81.705882,0.541899,0.254190,0.134078,0.069832,0.439560,17.582418,2.964997,0.530370,Elementary
Japan menu-ele.txt,2100.000000,416.000000,5.048077,263.000000,0.632212,12.894636,9.117884,11.857143,-157.109175,10.244444,21.952381,16.464286,2.142857,1.607143,0.892857,0.444444,0.714286,0.200000,0.321429,1.333333,2.422222,3.892857,0.321429,21.000000,21.952381,100.000000,0.526316,0.281955,0.142857,0.048872,0.626667,29.453333,3.837534,0.577007,Elementary
Amazon-int.txt,2621.000000,512.000000,5.119141,283.000000,0.552734,12.506951,8.843750,10.250000,-252.735704,14.170732,18.156250,19.366667,1.281250,1.366667,0.633333,0.439024,0.600000,0.414634,0.566667,0.937500,5.024390,6.866667,0.566667,32.000000,18.156250,83.156250,0.509375,0.250000,0.184375,0.056250,0.475000,18.050000,3.004164,0.550775,Intermediate
Amsterdam-int.txt,2229.000000,451.000000,4.942350,256.000000,0.567627,12.054569,8.523868,13.300000,-169.465283,11.000000,24.750000,23.571429,2.250000,2.142857,1.000000,0.466667,1.000000,0.311111,0.666667,1.050000,2.644444,5.666667,0.666667,20.000000,24.750000,111.450000,0.451613,0.329749,0.150538,0.068100,0.467391,20.097826,3.170002,0.563636,Intermediate
Anita-int.txt,3284.000000,687.000000,4.780204,388.000000,0.564774,14.803123,10.467389,11.500000,-151.042668,10.914286,21.222222,20.105263,1.944444,1.842105,0.842105,0.428571,0.789474,0.271429,0.500000,1.055556,3.300000,6.078947,0.500000,36.000000,21.222222,91.444444,0.458438,0.279597,0.204030,0.057935,0.477477,25.306306,3.557127,0.519634,Intermediate
Arctic mapping-int.txt,2759.000000,579.000000,4.765112,338.000000,0.583765,14.046801,9.932588,13.818182,-202.925900,13.166667,28.727273,26.333333,2.181818,2.000000,1.000000,0.458333,0.916667,0.333333,0.666667,1.090909,4.625000,9.250000,0.666667,22.000000,28.727273,125.409091,0.542522,0.290323,0.120235,0.046921,0.555556,30.555556,3.908680,0.539557,Intermediate
Banksy-int.txt,2706.000000,591.000000,4.578680,302.000000,0.510998,12.422620,8.784119,13.571429,-203.450717,11.553571,30.809524,24.884615,2.666667,2.153846,1.576923,0.535714,1.153846,0.214286,0.461538,1.238095,3.017857,6.500000,0.461538,21.000000,30.809524,128.857143,0.511696,0.330409,0.096491,0.061404,0.433628,21.247788,3.259432,0.528594,Intermediate
Billionaires-int.txt,2325.000000,494.000000,4.706478,274.000000,0.554656,12.327843,8.717101,13.086957,-156.073666,11.744681,24.000000,21.230769,2.043478,1.807692,0.884615,0.446809,0.807692,0.212766,0.384615,1.130435,3.000000,5.423077,0.384615,23.000000,24.000000,101.086957,0.476351,0.290541,0.155405,0.077703,0.569767,27.918605,3.736215,0.536232,Intermediate
Blackberry-int.txt,4040.000000,822.000000,4.914842,458.000000,0.557178,15.974584,11.295737,9.163265,-138.004714,12.025316,19.387755,15.079365,1.612245,1.253968,0.317460,0.253165,0.317460,0.253165,0.317460,1.285714,2.341772,2.936508,0.317460,49.000000,19.387755,82.938776,0.554672,0.244533,0.113320,0.087475,0.439024,23.707317,3.442914,0.529474,Intermediate
Bolivia-int.txt,3413.000000,682.000000,5.004399,337.000000,0.494135,12.904397,9.124787,11.636364,-157.262921,10.657143,22.606061,20.722222,2.121212,1.944444,1.027778,0.500000,0.972222,0.214286,0.416667,1.090909,3.500000,6.805556,0.416667,33.000000,22.606061,103.666667,0.515892,0.303178,0.144254,0.036675,0.451613,25.290323,3.556004,0.548257,Intermediate
Bonus pay-int.txt,2565.000000,514.000000,4.990272,294.000000,0.571984,12.967784,9.169608,11.680000,-156.232690,13.372093,23.000000,21.296296,1.720000,1.592593,0.666667,0.395349,0.629630,0.232558,0.370370,1.080000,4.116279,6.555556,0.370370,25.000000,23.000000,102.920000,0.518868,0.286164,0.147799,0.047170,0.538462,26.384615,3.632122,0.553043,Intermediate
Brazil-int.txt,3667.000000,700.000000,5.238571,406.000000,0.580000,15.345358,10.850806,10.444444,-215.590714,13.000000,22.027778,18.880952,1.694444,1.452381,0.428571,0.295082,0.428571,0.409836,0.595238,1.166667,3.163934,4.595238,0.595238,36.000000,22.027778,102.750000,0.525612,0.262806,0.140312,0.071269,0.550847,35.805085,4.231140,0.566204,Intermediate
Cigarettes-int.txt,3157.000000,600.000000,5.261667,323.000000,0.538333,13.186420,9.324207,14.272727,-205.700528,11.186441,30.000000,22.000000,2.681818,1.966667,1.066667,0.440678,0.866667,0.271186,0.533333,1.363636,2.338983,4.600000,0.533333,22.000000,30.000000,143.863636,0.539084,0.283019,0.132075,0.045822,0.476190,23.809524,3.450328,0.562121,Intermediate
climate change -int.txt,2923.000000,542.000000,5.392989,323.000000,0.595941,13.874038,9.810426,10.035714,-156.326472,11.788462,21.892857,18.575758,1.857143,1.575758,0.424242,0.230769,0.363636,0.365385,0.575758,1.178571,2.634615,4.151515,0.575758,28.000000,21.892857,104.964286,0.464286,0.258242,0.197802,0.079670,0.521277,25.542553,3.573692,0.593801,Intermediate
Coal to challenge oil-int.txt,2119.000000,426.000000,4.974178,239.000000,0.561033,11.579588,8.188005,11.764706,-190.858567,16.785714,27.647059,24.736842,1.647059,1.473684,0.578947,0.321429,0.473684,0.357143,0.526316,1.117647,4.714286,6.947368,0.526316,17.000000,27.647059,125.117647,0.600733,0.201465,0.142857,0.054945,0.600000,19.800000,3.146427,0.580851,Intermediate
Copyright-int.txt,2835.000000,574.000000,4.939024,341.000000,0.594077,14.233065,10.064297,13.521739,-202.294545,9.861538,27.869565,20.031250,2.826087,2.031250,1.375000,0.507692,1.031250,0.338462,0.687500,1.391304,2.261538,4.593750,0.687500,23.000000,27.869565,123.608696,0.563584,0.297688,0.095376,0.043353,0.533981,29.368932,3.832032,0.539782,Intermediate
Crowdfunding-int.txt,3671.000000,808.000000,4.543317,414.000000,0.512376,14.564469,10.298635,12.783784,-160.696171,12.728571,24.081081,21.214286,1.891892,1.666667,0.857143,0.457143,0.761905,0.414286,0.690476,1.135135,2.871429,4.785714,0.690476,37.000000,24.081081,99.216216,0.488017,0.339869,0.117647,0.054466,0.435897,29.641026,3.849742,0.515152,Intermediate
Denmark-int.txt,2708.000000,619.000000,4.374798,328.000000,0.529887,13.183433,9.322095,12.656250,-148.980998,9.342466,21.312500,16.238095,2.281250,1.738095,0.785714,0.369863,0.642857,0.178082,0.309524,1.312500,1.808219,3.142857,0.309524,32.000000,21.312500,84.875000,0.381081,0.378378,0.116216,0.124324,0.407143,23.207143,3.406402,0.542522,Intermediate
Everest-int.txt,4278.000000,902.000000,4.742794,472.000000,0.523282,15.715881,11.112806,10.568627,-139.591989,13.197368,19.666667,19.666667,1.490196,1.490196,0.431373,0.276316,0.411765,0.315789,0.470588,1.000000,3.105263,4.627451,0.470588,51.000000,19.666667,83.882353,0.489796,0.289425,0.146568,0.074212,0.429487,28.775641,3.793128,0.537388,Intermediate
Exercise-int.txt,3555.000000,756.000000,4.702381,399.000000,0.527778,14.511490,10.261173,10.692308,-152.561451,11.364865,21.564103,17.520833,1.897436,1.541667,0.812500,0.418919,0.645833,0.216216,0.333333,1.230769,2.567568,3.958333,0.333333,39.000000,21.564103,91.153846,0.457077,0.290023,0.155452,0.097448,0.488000,29.768000,3.857979,0.512485,Intermediate
Facebook deserted by millions of users-int.txt,2790.000000,568.000000,4.911972,330.000000,0.580986,13.846492,9.790949,10.666667,-148.947370,12.745098,21.666667,19.696970,1.700000,1.545455,0.515152,0.333333,0.515152,0.156863,0.242424,1.100000,2.549020,3.939394,0.242424,30.000000,21.666667,93.000000,0.551075,0.266129,0.115591,0.067204,0.515152,26.272727,3.624412,0.572308,Intermediate
False memory-int.txt,3817.000000,769.000000,4.963589,381.000000,0.495449,13.739211,9.715090,11.891892,-153.322642,11.236842,23.081081,20.829268,2.054054,1.853659,0.829268,0.421053,0.780488,0.210526,0.390244,1.108108,3.078947,5.707317,0.390244,37.000000,23.081081,103.594595,0.457447,0.280851,0.187234,0.074468,0.424242,23.757576,3.446562,0.550351,Intermediate
Ferguson-int.txt,3479.000000,772.000000,4.506477,384.000000,0.497409,13.820462,9.772543,11.589744,-141.240180,11.459459,21.743590,16.960000,1.897436,1.480000,0.580000,0.324324,0.480000,0.297297,0.440000,1.282051,2.797297,4.140000,0.440000,39.000000,21.743590,89.205128,0.473068,0.313817,0.145199,0.067916,0.432836,25.104478,3.542914,0.503538,Intermediate
Fitness-int.txt,3115.000000,692.000000,4.501445,402.000000,0.580925,15.281747,10.805827,9.976744,-134.582974,11.791045,18.372093,16.808511,1.558140,1.425532,0.468085,0.343284,0.489362,0.179104,0.255319,1.093023,2.537313,3.617021,0.255319,43.000000,18.372093,72.441860,0.433333,0.328571,0.130952,0.107143,0.427536,25.224638,3.551383,0.531646,Intermediate
Food shortages-int.txt,2719.000000,541.000000,5.025878,289.000000,0.534196,12.425080,8.785859,12.666667,-170.632093,12.333333,24.666667,21.925926,2.000000,1.777778,0.666667,0.354167,0.629630,0.291667,0.518519,1.125000,3.791667,6.740741,0.518519,24.000000,24.666667,113.625000,0.522523,0.273273,0.147147,0.057057,0.483516,21.274725,3.261497,0.562500,Intermediate
Gangs-int.txt,3614.000000,817.000000,4.423501,408.000000,0.499388,14.274113,10.093322,9.500000,-125.817442,8.336364,14.790323,13.289855,1.774194,1.594203,0.637681,0.390909,0.623188,0.109091,0.173913,1.112903,1.318182,2.101449,0.173913,62.000000,14.790323,58.419355,0.390756,0.380252,0.134454,0.094538,0.392265,27.850829,3.731677,0.519084,Intermediate
Gorillas and oil-int.txt,2950.000000,603.000000,4.892206,323.000000,0.535655,13.153577,9.300983,9.970588,-136.171145,12.773585,19.911765,18.297297,1.558824,1.432432,0.405405,0.301887,0.432432,0.339623,0.486486,1.088235,2.396226,3.432432,0.486486,34.000000,19.911765,87.000000,0.529255,0.260638,0.130319,0.079787,0.489796,23.510204,3.428571,0.555391,Intermediate
Greeks and drugs-int.txt,3361.000000,699.000000,4.808298,380.000000,0.543634,14.372920,10.163189,11.051282,-136.649842,9.646341,20.282051,17.577778,2.102564,1.822222,0.733333,0.353659,0.644444,0.182927,0.333333,1.153846,2.865854,5.222222,0.333333,39.000000,20.282051,86.384615,0.447727,0.334091,0.136364,0.081818,0.442177,28.741497,3.790877,0.556258,Intermediate
Hillsborough-int.txt,3618.000000,721.000000,5.018031,358.000000,0.496533,13.332617,9.427584,12.147059,-156.174141,10.904110,23.411765,19.900000,2.147059,1.825000,0.875000,0.452055,0.825000,0.191781,0.350000,1.176471,2.136986,3.900000,0.350000,34.000000,23.411765,106.647059,0.548463,0.295508,0.087470,0.068558,0.432000,23.328000,3.415260,0.531407,Intermediate
Insects-int.txt,3242.000000,685.000000,4.732847,387.000000,0.564964,14.786510,10.455641,10.823529,-159.295542,13.625000,22.441176,19.075000,1.647059,1.400000,0.525000,0.339286,0.475000,0.500000,0.700000,1.176471,2.982143,4.175000,0.700000,34.000000,22.441176,95.588235,0.507246,0.263285,0.137681,0.091787,0.486239,25.770642,3.589613,0.542595,Intermediate
Japan menu-int.txt,3104.000000,606.000000,5.122112,354.000000,0.584158,14.380267,10.168384,13.960000,-192.756207,10.758065,26.680000,23.000000,2.480000,2.137931,1.275862,0.532258,1.137931,0.177419,0.379310,1.160000,3.032258,6.482759,0.379310,25.000000,26.680000,124.160000,0.510309,0.306701,0.139175,0.043814,0.605042,43.563025,4.667067,0.581709,Intermediate
Amazon-adv.txt,3203.000000,614.000000,5.216612,348.000000,0.566775,14.044137,9.930705,10.000000,-249.627275,15.511111,19.388889,19.942857,1.250000,1.285714,0.514286,0.400000,0.514286,0.400000,0.514286,0.972222,4.688889,6.028571,0.514286,36.000000,19.388889,90.305556,0.519582,0.248042,0.174935,0.057441,0.547368,28.463158,3.772477,0.548711,Advanced
Amsterdam-adv.txt,2259.000000,451.000000,5.008869,259.000000,0.574279,12.195834,8.623757,13.789474,-182.051288,11.738095,25.947368,24.650000,2.210526,2.100000,0.950000,0.452381,0.950000,0.333333,0.700000,1.052632,2.857143,6.000000,0.700000,19.000000,25.947368,118.894737,0.454545,0.334545,0.149091,0.061818,0.532609,26.097826,3.612328,0.557809,Advanced
Anita-adv.txt,4518.000000,927.000000,4.873786,500.000000,0.539374,16.422155,11.612217,11.375000,-153.473653,10.968085,21.479167,19.092593,1.958333,1.740741,0.740741,0.393617,0.685185,0.276596,0.481481,1.125000,3.127660,5.444444,0.481481,48.000000,21.479167,94.291667,0.458716,0.280734,0.205505,0.055046,0.444444,30.222222,3.887301,0.528613,Advanced
Arctic mapping-adv.txt,3814.000000,790.000000,4.827848,459.000000,0.581013,16.330487,11.547398,14.481481,-230.440975,13.951613,32.037037,29.827586,2.296296,2.137931,1.241379,0.532258,1.137931,0.435484,0.931034,1.074074,4.919355,10.517241,0.931034,27.000000,32.037037,141.259259,0.518987,0.289030,0.126582,0.065401,0.576642,45.554745,4.772565,0.547977,Advanced
Banksy-adv.txt,3591.000000,770.000000,4.663636,384.000000,0.498701,13.838399,9.785226,13.448276,-263.577941,12.382353,29.034483,25.515152,2.344828,2.060606,1.303030,0.529412,1.090909,0.235294,0.484848,1.137931,3.794118,7.818182,0.484848,29.000000,29.034483,124.103448,0.520833,0.317130,0.108796,0.053241,0.510949,35.766423,4.228855,0.513064,Advanced
Billionaires-adv.txt,2917.000000,593.000000,4.919056,326.000000,0.549747,13.387215,9.466191,13.916667,-265.966453,12.901961,27.416667,23.500000,2.125000,1.821429,0.892857,0.431373,0.785714,0.274510,0.500000,1.166667,3.607843,6.571429,0.500000,24.000000,27.416667,121.875000,0.491713,0.265193,0.154696,0.088398,0.562500,30.375000,3.897114,0.550152,Advanced
Blackberry-adv.txt,4625.000000,929.000000,4.978471,539.000000,0.580194,17.684016,12.504488,9.509434,-146.650641,12.406977,20.132075,15.925373,1.622642,1.283582,0.328358,0.255814,0.328358,0.255814,0.328358,1.264151,2.418605,3.104478,0.328358,53.000000,20.132075,87.716981,0.550699,0.256993,0.115385,0.076923,0.482993,34.292517,4.140804,0.536082,Advanced
Bolivia-adv.txt,4230.000000,821.000000,5.152253,418.000000,0.509135,14.588301,10.315486,12.218750,-199.505226,12.971014,27.968750,22.375000,2.156250,1.725000,0.900000,0.449275,0.775000,0.275362,0.475000,1.250000,4.608696,7.950000,0.475000,32.000000,27.968750,132.437500,0.519507,0.287474,0.149897,0.043121,0.514286,37.028571,4.302823,0.544134,Advanced
Bonus pay-adv.txt,3237.000000,642.000000,5.042056,364.000000,0.566978,14.365934,10.158249,13.727273,-225.396743,14.895833,32.500000,23.833333,2.181818,1.600000,1.000000,0.458333,0.733333,0.250000,0.400000,1.363636,5.166667,8.266667,0.400000,22.000000,32.500000,147.500000,0.512755,0.290816,0.145408,0.051020,0.535088,32.640351,4.039824,0.548252,Advanced
Brazil-adv.txt,4597.000000,875.000000,5.253714,496.000000,0.566857,16.767860,11.856668,11.384615,-235.109317,13.555556,25.025641,21.217391,1.846154,1.565217,0.630435,0.375000,0.586957,0.375000,0.586957,1.179487,3.250000,5.086957,0.586957,39.000000,25.025641,118.692308,0.520871,0.255898,0.148820,0.074410,0.581560,47.687943,4.883029,0.564549,Advanced
Cigarettes-adv.txt,3768.000000,712.000000,5.292135,388.000000,0.544944,14.540915,10.281979,15.000000,-219.585351,12.444444,31.360000,23.058824,2.520000,1.852941,1.000000,0.444444,0.823529,0.238095,0.441176,1.360000,2.841270,5.264706,0.441176,25.000000,31.360000,151.040000,0.538288,0.281532,0.126126,0.054054,0.528000,34.848000,4.174207,0.566327,Advanced
climate change -adv.txt,3609.000000,666.000000,5.418919,393.000000,0.590090,15.228441,10.768134,10.833333,-181.101282,12.965517,25.066667,20.324324,1.933333,1.567568,0.540541,0.275862,0.432432,0.396552,0.621622,1.233333,2.948276,4.621622,0.621622,30.000000,25.066667,120.833333,0.466814,0.241150,0.201327,0.090708,0.504587,27.752294,3.725070,0.601064,Advanced
Coal to challenge oil-adv.txt,3377.000000,673.000000,5.017831,349.000000,0.518574,13.452961,9.512680,12.560000,-206.215681,17.186047,29.560000,24.633333,1.720000,1.433333,0.600000,0.302326,0.433333,0.302326,0.433333,1.200000,4.279070,6.133333,0.433333,25.000000,29.560000,135.400000,0.563805,0.236659,0.146172,0.053364,0.549020,30.745098,3.920784,0.583221,Advanced
