document,CharacterCount,WordCount,AverageWordLength,UniqueWordsCount,TypeTokenRatio,RootTypeTokenRatio,CorrectedTypeTokenRatio,AvgTreeDepth,AvgTreeScore,MLC,MLS,MLT,C_S,C_T,CT_T,DC_C,DC_T,CP_C,CP_T,T_S,CN_C,CN_T,VP_T,SentenceCount,AvgSentenceLengthInWords,AvgSentenceLengthInChars,NounVariation,VerbVariation,AdjectiveVariation,AdverbVariation,VerbVariation1,SquaredVerbVariation1,CorrectedVerbVariation1,LexicalDensity,label
Cigarettes-ele.txt,2414.000000,476.000000,5.071429,236.000000,0.495798,10.817042,7.648804,12.695652,-154.025847,9.600000,22.956522,18.206897,2.391304,1.896552,1.000000,0.472727,0.896552,0.200000,0.379310,1.260870,2.036364,3.862069,0.379310,23.000000,22.956522,105.304348,0.494983,0.297659,0.140468,0.066890,0.382022,12.988764,2.548408,0.566288,Elementary
climate change -ele.txt,2604.000000,512.000000,5.085938,282.000000,0.550781,12.462757,8.812500,9.448276,-140.189521,10.357143,20.000000,16.571429,1.931034,1.600000,0.400000,0.214286,0.342857,0.267857,0.428571,1.206897,2.053571,3.285714,0.428571,29.000000,20.000000,90.344828,0.485207,0.230769,0.168639,0.115385,0.423077,13.961538,2.642115,0.582759,Elementary
Coal to challenge oil-ele.txt,1704.000000,370.000000,4.605405,205.000000,0.554054,10.657443,7.535950,10.052632,-146.825117,11.416667,21.631579,16.440000,1.894737,1.440000,0.520000,0.305556,0.440000,0.166667,0.240000,1.315789,1.944444,2.800000,0.240000,19.000000,21.631579,90.105263,0.578723,0.221277,0.131915,0.068085,0.480769,12.019231,2.451452,0.571776,Elementary
Copyright-ele.txt,2385.000000,493.000000,4.837728,287.000000,0.582150,12.925830,9.139942,13.391304,-172.098895,8.461538,23.913043,18.965517,2.826087,2.241379,1.586207,0.538462,1.206897,0.200000,0.448276,1.260870,1.861538,4.172414,0.448276,23.000000,23.913043,103.695652,0.542662,0.317406,0.095563,0.044369,0.494624,22.752688,3.372884,0.532727,Elementary
Crowdfunding-ele.txt,2576.000000,571.000000,4.511384,314.000000,0.549912,13.140491,9.291730,10.750000,-129.310319,9.681818,19.968750,17.270270,2.062500,1.783784,0.702703,0.363636,0.648649,0.212121,0.378378,1.156250,2.015152,3.594595,0.378378,32.000000,19.968750,80.500000,0.472561,0.329268,0.131098,0.067073,0.388889,16.333333,2.857738,0.513302,Elementary
Denmark-ele.txt,2487.000000,570.000000,4.363158,288.000000,0.505263,12.062993,8.529824,11.764706,-126.525930,8.181818,18.529412,13.695652,2.264706,1.673913,0.673913,0.350649,0.586957,0.142857,0.239130,1.352941,1.298701,2.173913,0.239130,34.000000,18.529412,73.382353,0.395833,0.389881,0.110119,0.104167,0.343511,15.458015,2.780109,0.533333,Elementary
Everest-ele.txt,2924.000000,622.000000,4.700965,335.000000,0.538585,13.432276,9.498054,9.880952,-115.160881,10.968750,16.714286,14.936170,1.523810,1.361702,0.382979,0.265625,0.361702,0.218750,0.297872,1.119048,1.937500,2.638298,0.297872,42.000000,16.714286,69.619048,0.483696,0.301630,0.135870,0.078804,0.396396,17.441441,2.953087,0.524217,Elementary
Exercise-ele.txt,3004.000000,644.000000,4.664596,326.000000,0.506211,12.846200,9.083635,9.418605,-118.081551,10.328571,16.813953,13.903846,1.627907,1.346154,0.500000,0.285714,0.384615,0.142857,0.192308,1.209302,1.742857,2.346154,0.192308,43.000000,16.813953,69.860465,0.474394,0.288410,0.134771,0.102426,0.495327,26.252336,3.623005,0.513140,Elementary
Facebook deserted by millions of users-ele.txt,2179.000000,458.000000,4.757642,262.000000,0.572052,12.242456,8.656724,10.000000,-128.929939,13.358974,20.038462,17.965517,1.500000,1.344828,0.379310,0.282051,0.379310,0.205128,0.275862,1.115385,2.256410,3.034483,0.275862,26.000000,20.038462,83.807692,0.536232,0.242754,0.137681,0.083333,0.432836,12.552239,2.505218,0.529750,Elementary
False memory-ele.txt,2711.000000,576.000000,4.706597,291.000000,0.505208,12.125000,8.573670,10.588235,-122.790322,10.683333,18.852941,17.805556,1.764706,1.666667,0.750000,0.433333,0.722222,0.150000,0.250000,1.058824,2.800000,4.666667,0.250000,34.000000,18.852941,79.970588,0.466077,0.274336,0.188791,0.070796,0.451613,18.967742,3.079589,0.528861,Elementary
Ferguson-ele.txt,2731.000000,632.000000,4.321203,297.000000,0.469937,11.814026,8.353778,10.473684,-116.010248,10.953125,18.447368,15.239130,1.684211,1.391304,0.434783,0.265625,0.369565,0.250000,0.347826,1.210526,2.343750,3.260870,0.347826,38.000000,18.447368,71.868421,0.470085,0.301994,0.148148,0.079772,0.377358,15.094340,2.747211,0.500713,Elementary
Fitness-ele.txt,2623.000000,605.000000,4.335537,342.000000,0.565289,13.904277,9.831809,9.333333,-117.153006,10.000000,16.428571,14.680851,1.642857,1.468085,0.510638,0.347826,0.510638,0.101449,0.148936,1.119048,1.637681,2.404255,0.148936,42.000000,16.428571,62.452381,0.428571,0.333333,0.131653,0.106443,0.411765,20.176471,3.176198,0.517391,Elementary
Food shortages-ele.txt,2002.000000,417.000000,4.800959,230.000000,0.551559,11.263148,7.964249,11.523810,-149.289492,12.184211,22.047619,20.130435,1.809524,1.652174,0.478261,0.289474,0.478261,0.263158,0.434783,1.095238,2.657895,4.391304,0.434783,21.000000,22.047619,95.714286,0.532819,0.270270,0.135135,0.061776,0.471429,15.557143,2.789009,0.559395,Elementary
Gangs-ele.txt,2951.000000,665.000000,4.437594,335.000000,0.503759,12.990743,9.185842,9.176471,-133.395016,8.651163,14.588235,12.400000,1.686275,1.433333,0.566667,0.372093,0.533333,0.127907,0.183333,1.176471,1.290698,1.850000,0.183333,51.000000,14.588235,58.019608,0.422392,0.361323,0.129771,0.086514,0.359155,18.316901,3.026293,0.528226,Elementary
Gorillas and oil-ele.txt,1893.000000,402.000000,4.708955,224.000000,0.557214,11.172105,7.899871,10.040000,-121.343015,9.717391,17.880000,15.964286,1.840000,1.642857,0.464286,0.282609,0.464286,0.195652,0.321429,1.120000,1.326087,2.178571,0.321429,25.000000,17.880000,75.720000,0.591093,0.246964,0.117409,0.044534,0.491803,14.754098,2.716072,0.552573,Elementary
Greeks and drugs-ele.txt,2125.000000,463.000000,4.589633,259.000000,0.559395,12.036751,8.511268,10.400000,-115.964342,8.655738,17.600000,14.270270,2.033333,1.648649,0.648649,0.344262,0.567568,0.196721,0.324324,1.233333,2.000000,3.297297,0.324324,30.000000,17.600000,71.100000,0.457746,0.330986,0.154930,0.056338,0.414894,16.180851,2.844367,0.537879,Elementary
Hillsborough-ele.txt,3132.000000,655.000000,4.781679,307.000000,0.468702,11.995483,8.482087,10.394737,-123.719485,9.164557,19.052632,15.083333,2.078947,1.645833,0.750000,0.417722,0.687500,0.189873,0.312500,1.263158,1.265823,2.083333,0.312500,38.000000,19.052632,82.421053,0.536842,0.302632,0.081579,0.078947,0.347826,13.913043,2.637522,0.524862,Elementary
Insects-ele.txt,2770.000000,603.000000,4.593698,333.000000,0.552239,13.560808,9.588940,10.235294,-165.444306,12.053571,19.852941,16.463415,1.647059,1.365854,0.463415,0.321429,0.439024,0.375000,0.512195,1.205882,2.821429,3.853659,0.512195,34.000000,19.852941,81.705882,0.541899,0.254190,0.134078,0.069832,0.439560,17.582418,2.964997,0.530370,Elementary
Japan menu-ele.txt,2100.000000,416.000000,5.048077,263.000000,0.632212,12.894636,9.117884,11.857143,-157.109175,10.244444,21.952381,16.464286,2.142857,1.607143,0.892857,0.444444,0.714286,0.200000,0.321429,1.333333,2.422222,3.892857,0.321429,21.000000,21.952381,100.000000,0.526316,0.281955,0.142857,0.048872,0.626667,29.453333,3.837534,0.577007,Elementary
Japan-ele.txt,3007.000000,666.000000,4.515015,342.000000,0.513514,13.252231,9.370742,9.600000,-99.372050,9.645570,15.240000,13.854545,1.580000,1.436364,0.454545,0.316456,0.454545,0.278481,0.400000,1.100000,1.291139,1.854545,0.400000,50.000000,15.240000,60.140000,0.456044,0.362637,0.109890,0.071429,0.469697,29.121212,3.815836,0.477690,Elementary
Kashmir-ele.txt,3013.000000,625.000000,4.820800,348.000000,0.556800,13.920000,9.842926,9.630435,-103.824950,9.386667,15.304348,14.080000,1.630435,1.500000,0.460000,0.320000,0.480000,0.106667,0.160000,1.086957,1.800000,2.700000,0.160000,46.000000,15.304348,65.500000,0.451948,0.290909,0.163636,0.093506,0.383929,16.508929,2.873058,0.546875,Elementary
Kate and William-ele.txt,1308.000000,278.000000,4.705036,161.000000,0.579137,9.656138,6.827921,11.200000,-134.271269,13.086957,20.066667,18.812500,1.533333,1.437500,0.437500,0.304348,0.437500,0.347826,0.500000,1.066667,2.000000,2.875000,0.500000,15.000000,20.066667,87.200000,0.566879,0.286624,0.095541,0.050955,0.577778,15.022222,2.740641,0.521595,Elementary
Kenya-ele.txt,2844.000000,601.000000,4.732113,287.000000,0.477537,11.706974,8.278081,10.970588,-126.238791,9.000000,19.588235,15.857143,2.176471,1.761905,0.809524,0.432432,0.761905,0.148649,0.261905,1.235294,2.364865,4.166667,0.261905,34.000000,19.588235,83.647059,0.442197,0.320809,0.158960,0.078035,0.369369,15.144144,2.751740,0.519520,Elementary
Liberia-ele.txt,2784.000000,640.000000,4.350000,318.000000,0.496875,12.570054,8.888370,10.823529,-141.452547,11.590164,20.794118,18.128205,1.794118,1.564103,0.615385,0.344262,0.538462,0.377049,0.589744,1.147059,2.672131,4.179487,0.589744,34.000000,20.794118,81.882353,0.527415,0.287206,0.125326,0.060052,0.409091,18.409091,3.033899,0.541726,Elementary
Lie detector-ele.txt,2048.000000,427.000000,4.796253,247.000000,0.578454,11.953168,8.452166,10.153846,-122.999382,11.186047,18.500000,16.033333,1.653846,1.433333,0.466667,0.372093,0.533333,0.325581,0.466667,1.153846,1.790698,2.566667,0.466667,26.000000,18.500000,79.076923,0.492248,0.302326,0.151163,0.054264,0.461538,16.615385,2.882307,0.536383,Elementary
Life expectancy-ele.txt,2893.000000,635.000000,4.555906,343.000000,0.540157,13.611540,9.624812,10.459459,-125.857415,10.701493,19.378378,17.925000,1.810811,1.675000,0.575000,0.313433,0.525000,0.238806,0.400000,1.081081,2.402985,4.025000,0.400000,37.000000,19.378378,79.054054,0.487738,0.256131,0.168937,0.087193,0.308511,8.946809,2.115042,0.511855,Elementary
Life on Mars-ele.txt,2314.000000,503.000000,4.600398,268.000000,0.532803,11.949529,8.449593,11.629630,-134.624704,10.865385,20.925926,17.656250,1.925926,1.625000,0.718750,0.365385,0.593750,0.211538,0.343750,1.185185,1.769231,2.875000,0.343750,27.000000,20.925926,85.703704,0.520295,0.306273,0.110701,0.062731,0.530120,23.325301,3.415062,0.479646,Elementary
Loterry-ele.txt,2043.000000,427.000000,4.784543,248.000000,0.580796,12.001561,8.486385,9.259259,-126.636778,14.270270,19.555556,15.529412,1.370370,1.088235,0.205882,0.189189,0.205882,0.378378,0.411765,1.259259,2.405405,2.617647,0.411765,27.000000,19.555556,78.925926,0.523622,0.279528,0.137795,0.059055,0.408451,11.845070,2.433626,0.481061,Elementary
Malala-ele.txt,2376.000000,520.000000,4.569231,285.000000,0.548077,12.498077,8.837475,10.200000,-135.835208,9.966102,19.600000,17.818182,1.966667,1.787879,0.545455,0.305085,0.545455,0.118644,0.212121,1.100000,1.779661,3.181818,0.212121,30.000000,19.600000,79.200000,0.550360,0.309353,0.086331,0.053957,0.488372,20.511628,3.202470,0.472789,Elementary
Meteorite-ele.txt,2198.000000,472.000000,4.656780,265.000000,0.561441,12.197614,8.625015,9.272727,-106.571163,10.057692,15.848485,14.135135,1.575758,1.405405,0.351351,0.250000,0.351351,0.096154,0.135135,1.121212,2.288462,3.216216,0.135135,33.000000,15.848485,67.090909,0.521739,0.278986,0.130435,0.068841,0.428571,14.142857,2.659216,0.527725,Elementary
Midlife crisis-ele.txt,2189.000000,460.000000,4.758696,248.000000,0.539130,11.563060,8.176318,11.416667,-142.333995,9.518519,21.416667,19.769231,2.250000,2.076923,0.961538,0.444444,0.923077,0.240741,0.500000,1.083333,2.388889,4.961538,0.500000,24.000000,21.416667,91.208333,0.515152,0.261364,0.174242,0.049242,0.463768,14.840580,2.724021,0.513619,Elementary
Murderers beware-ele.txt,1892.000000,375.000000,5.045333,208.000000,0.554667,10.741074,7.595086,11.300000,-137.989735,11.000000,20.900000,20.900000,1.900000,1.900000,0.600000,0.315789,0.600000,0.157895,0.300000,1.000000,2.736842,5.200000,0.300000,20.000000,20.900000,94.600000,0.474138,0.288793,0.150862,0.086207,0.388060,10.089552,2.246058,0.555024,Elementary
Nelson Mandela-ele.txt,2265.000000,480.000000,4.718750,275.000000,0.572917,12.551975,8.875587,9.777778,-142.737326,12.000000,20.000000,17.419355,1.666667,1.451613,0.451613,0.244444,0.354839,0.288889,0.419355,1.148148,2.688889,3.903226,0.419355,27.000000,20.000000,84.185185,0.593220,0.247458,0.115254,0.044068,0.589041,25.328767,3.558705,0.546296,Elementary
Nepal-ele.txt,2491.000000,519.000000,4.799615,289.000000,0.556840,12.685692,8.970139,10.800000,-134.207316,10.545455,19.333333,17.575758,1.833333,1.666667,0.606061,0.345455,0.575758,0.181818,0.303030,1.100000,2.400000,4.000000,0.303030,30.000000,19.333333,83.566667,0.552050,0.271293,0.132492,0.044164,0.465116,18.604651,3.049971,0.546552,Elementary
Norwegian sun-ele.txt,3250.000000,703.000000,4.623044,394.000000,0.560455,14.859991,10.507601,8.978723,-122.487142,11.000000,17.319149,15.960784,1.574468,1.450980,0.588235,0.351351,0.509804,0.243243,0.352941,1.085106,2.540541,3.686275,0.352941,47.000000,17.319149,69.148936,0.483461,0.264631,0.155216,0.096692,0.451923,21.240385,3.258864,0.482801,Elementary
NSA 2-ele.txt,2444.000000,484.000000,5.049587,249.000000,0.514463,11.318182,8.003163,11.206897,-127.147788,10.700000,18.448276,17.258065,1.724138,1.612903,0.548387,0.300000,0.483871,0.180000,0.290323,1.068966,1.880000,3.032258,0.290323,29.000000,18.448276,85.103448,0.548173,0.282392,0.099668,0.069767,0.494118,20.752941,3.221253,0.562617,Elementary
NSA scandal-ele.txt,2843.000000,567.000000,5.014109,282.000000,0.497354,11.842887,8.374186,11.840000,-170.831219,9.875000,25.280000,18.057143,2.560000,1.828571,0.914286,0.437500,0.800000,0.187500,0.342857,1.400000,2.203125,4.028571,0.342857,25.000000,25.280000,114.360000,0.577508,0.276596,0.082067,0.063830,0.472527,20.318681,3.187372,0.520570,Elementary
Obama-ele.txt,2154.000000,462.000000,4.662338,267.000000,0.577922,12.421964,8.783655,11.000000,-138.995356,9.962264,21.120000,16.500000,2.120000,1.656250,0.562500,0.320755,0.531250,0.264151,0.437500,1.280000,1.811321,3.000000,0.437500,25.000000,21.120000,86.480000,0.468165,0.322097,0.116105,0.093633,0.569767,27.918605,3.736215,0.505682,Elementary
Old age-ele.txt,2547.000000,503.000000,5.063618,269.000000,0.534791,11.994117,8.481122,11.208333,-158.928160,10.236364,23.458333,17.593750,2.291667,1.718750,0.750000,0.381818,0.656250,0.272727,0.468750,1.333333,2.545455,4.375000,0.468750,24.000000,23.458333,106.125000,0.457944,0.224299,0.239875,0.077882,0.388889,10.888889,2.333333,0.570160,Elementary
Organs-ele.txt,2130.000000,473.000000,4.503171,239.000000,0.505285,10.989232,7.770560,13.826087,-149.495597,8.728814,22.391304,20.600000,2.565217,2.360000,1.360000,0.542373,1.280000,0.084746,0.200000,1.086957,2.203390,5.200000,0.200000,23.000000,22.391304,92.608696,0.494505,0.326007,0.113553,0.065934,0.415730,15.382022,2.773267,0.530097,Elementary
Pope-ele.txt,2770.000000,630.000000,4.396825,319.000000,0.506349,12.709264,8.986807,10.289474,-125.905368,9.426667,18.605263,16.068182,1.973684,1.704545,0.886364,0.466667,0.795455,0.160000,0.272727,1.157895,1.653333,2.818182,0.272727,38.000000,18.605263,72.894737,0.462396,0.337047,0.122563,0.077994,0.338843,13.892562,2.635580,0.507779,Elementary
Prince Harry-ele.txt,2031.000000,472.000000,4.302966,246.000000,0.521186,11.323068,8.006618,10.064516,-112.013022,10.313725,16.967742,16.437500,1.645161,1.593750,0.812500,0.470588,0.750000,0.254902,0.406250,1.032258,1.980392,3.156250,0.406250,31.000000,16.967742,65.516129,0.450413,0.334711,0.095041,0.119835,0.506173,20.753086,3.221264,0.460076,Elementary
Rats-ele.txt,3107.000000,639.000000,4.862285,319.000000,0.499218,12.619445,8.923295,11.410256,-120.990320,10.426471,18.179487,17.725000,1.743590,1.700000,0.725000,0.426471,0.725000,0.132353,0.225000,1.025641,2.191176,3.725000,0.225000,39.000000,18.179487,79.666667,0.473545,0.312169,0.132275,0.082011,0.415254,20.347458,3.189628,0.533145,Elementary
Richard III-ele.txt,3097.000000,691.000000,4.481910,349.000000,0.505065,13.276586,9.387964,10.972222,-143.387053,9.858974,21.361111,19.225000,2.166667,1.950000,1.000000,0.461538,0.900000,0.153846,0.300000,1.111111,2.730769,5.325000,0.300000,36.000000,21.361111,86.027778,0.490244,0.280488,0.124390,0.104878,0.417391,20.034783,3.165026,0.533160,Elementary
Royal Baby-ele.txt,2872.000000,610.000000,4.708197,309.000000,0.506557,12.511044,8.846644,9.875000,-154.375762,14.479167,21.718750,17.375000,1.500000,1.200000,0.225000,0.166667,0.200000,0.437500,0.525000,1.250000,3.270833,3.925000,0.525000,32.000000,21.718750,89.750000,0.592179,0.223464,0.128492,0.055866,0.425000,14.450000,2.687936,0.515108,Elementary
Skydiver-ele.txt,3041.000000,664.000000,4.579819,356.000000,0.536145,13.815479,9.769019,9.707317,-174.352551,9.776316,18.121951,14.018868,1.853659,1.433962,0.358491,0.223684,0.320755,0.171053,0.245283,1.292683,1.855263,2.660377,0.245283,41.000000,18.121951,74.365854,0.488189,0.286089,0.146982,0.078740,0.467890,23.862385,3.454156,0.512786,Elementary
Spain-ele.txt,2816.000000,609.000000,4.623974,320.000000,0.525452,12.967054,9.169092,10.315789,-116.615797,8.493671,17.657895,15.604651,2.078947,1.837209,0.837209,0.430380,0.790698,0.164557,0.302326,1.131579,1.670886,3.069767,0.302326,38.000000,17.657895,74.105263,0.485095,0.284553,0.149051,0.081301,0.390476,16.009524,2.829269,0.549925,Elementary
Starbucks-ele.txt,2002.000000,403.000000,4.967742,240.000000,0.595533,11.955252,8.453639,12.250000,-154.322374,10.227273,22.500000,18.000000,2.200000,1.760000,0.760000,0.431818,0.760000,0.181818,0.320000,1.250000,2.113636,3.720000,0.320000,20.000000,22.500000,100.100000,0.544747,0.272374,0.120623,0.062257,0.514286,18.514286,3.042555,0.571111,Elementary
Superbugs-ele.txt,2357.000000,467.000000,5.047109,242.000000,0.518201,11.198424,7.918482,9.818182,-107.931168,9.905660,15.909091,14.583333,1.606061,1.472222,0.527778,0.358491,0.527778,0.169811,0.250000,1.090909,2.301887,3.388889,0.250000,33.000000,15.909091,71.909091,0.435088,0.273684,0.182456,0.108772,0.346154,9.346154,2.161730,0.542857,Elementary
Swedish prisons-ele.txt,1984.000000,415.000000,4.780723,237.000000,0.571084,11.633872,8.226390,11.285714,-146.464430,11.317073,22.095238,18.560000,1.952381,1.640000,0.640000,0.365854,0.600000,0.195122,0.320000,1.190476,2.829268,4.640000,0.320000,21.000000,22.095238,94.476190,0.489177,0.290043,0.129870,0.090909,0.417910,11.701493,2.418832,0.497845,Elementary
Syria-ele.txt,2632.000000,560.000000,4.700000,333.000000,0.594643,14.071818,9.950278,9.694444,-116.808595,9.250000,17.472222,14.627907,1.888889,1.581395,0.534884,0.308824,0.488372,0.147059,0.232558,1.194444,1.588235,2.511628,0.232558,36.000000,17.472222,73.111111,0.434783,0.295652,0.130435,0.139130,0.490196,24.509804,3.500700,0.548490,Elementary
Teff-ele.txt,2459.000000,513.000000,4.793372,290.000000,0.565302,12.803813,9.053663,9.375000,-126.542907,13.488372,18.125000,15.675676,1.343750,1.162162,0.243243,0.232558,0.270270,0.488372,0.567568,1.156250,3.232558,3.756757,0.567568,32.000000,18.125000,76.843750,0.504615,0.224615,0.181538,0.089231,0.479452,16.780822,2.896621,0.560345,Elementary
Thatcher-ele.txt,2667.000000,547.000000,4.875686,305.000000,0.557587,13.040858,9.221279,9.709677,-132.733004,11.090909,19.677419,17.428571,1.774194,1.571429,0.571429,0.345455,0.542857,0.290909,0.457143,1.129032,2.472727,3.885714,0.457143,31.000000,19.677419,86.032258,0.484568,0.253086,0.197531,0.064815,0.548780,24.695122,3.513910,0.531148,Elementary
US shutdown-ele.txt,1786.000000,371.000000,4.814016,237.000000,0.638814,12.304427,8.700544,10.000000,-103.309845,8.893617,16.076923,14.413793,1.807692,1.620690,0.620690,0.382979,0.620690,0.106383,0.172414,1.115385,1.404255,2.275862,0.172414,26.000000,16.076923,69.000000,0.493088,0.308756,0.110599,0.087558,0.537313,19.343284,3.109926,0.519139,Elementary
Violence-ele.txt,2684.000000,538.000000,4.988848,269.000000,0.500000,11.597414,8.200610,10.774194,-166.051111,10.216667,19.774194,17.514286,1.935484,1.714286,0.600000,0.366667,0.628571,0.333333,0.571429,1.129032,2.916667,5.000000,0.571429,31.000000,19.774194,87.096774,0.535826,0.249221,0.155763,0.059190,0.362500,10.512500,2.292651,0.523654,Elementary
WNL 101 year old bottle message-ele.txt,2474.000000,576.000000,4.295139,260.000000,0.451389,10.833333,7.660323,10.485714,-114.482896,7.783133,18.457143,15.380952,2.371429,1.976190,1.047619,0.433735,0.857143,0.108434,0.214286,1.200000,1.024096,2.023810,0.214286,35.000000,18.457143,70.685714,0.452381,0.357143,0.102041,0.088435,0.352381,13.038095,2.553243,0.455108,Elementary
WNL A good night sleep-ele.txt,2730.000000,612.000000,4.460784,322.000000,0.526144,13.016079,9.203757,11.631579,-125.778182,11.032258,18.000000,17.100000,1.631579,1.550000,0.625000,0.387097,0.600000,0.193548,0.300000,1.052632,2.709677,4.200000,0.300000,38.000000,18.000000,72.473684,0.434540,0.323120,0.150418,0.091922,0.387931,17.456897,2.954395,0.524854,Elementary
WNL Apple-ele.txt,2308.000000,487.000000,4.739220,269.000000,0.552361,12.189554,8.619316,8.656250,-121.728818,14.097561,18.062500,17.515152,1.281250,1.242424,0.151515,0.121951,0.151515,0.268293,0.333333,1.031250,3.000000,3.727273,0.333333,32.000000,18.062500,73.875000,0.557823,0.183673,0.170068,0.088435,0.407407,8.962963,2.116951,0.508651,Elementary
WNL Arctic Ramadan-ele.txt,2623.000000,593.000000,4.423272,291.000000,0.490725,11.949938,8.449882,9.567568,-207.615354,10.242424,18.270270,18.270270,1.783784,1.783784,0.459459,0.333333,0.594595,0.181818,0.324324,1.000000,2.439394,4.351351,0.324324,37.000000,18.270270,71.108108,0.483384,0.262840,0.148036,0.105740,0.390805,13.287356,2.577533,0.489645,Elementary
WNL Are MOOCs the future-ele.txt,3389.000000,663.000000,5.111614,348.000000,0.524887,13.515200,9.556690,11.641026,-138.660800,10.082192,18.871795,17.523810,1.871795,1.738095,0.523810,0.383562,0.666667,0.178082,0.309524,1.076923,2.342466,4.071429,0.309524,39.000000,18.871795,86.897436,0.467933,0.287411,0.161520,0.083135,0.487603,28.768595,3.792664,0.572011,Elementary
WNL are you a bad boyfriend-ele.txt,1665.000000,341.000000,4.882698,210.000000,0.615836,11.372138,8.041316,9.739130,-116.895475,10.944444,17.130435,14.592593,1.565217,1.333333,0.481481,0.361111,0.481481,0.250000,0.333333,1.173913,1.888889,2.518519,0.333333,23.000000,17.130435,72.739130,0.558974,0.312821,0.071795,0.056410,0.573770,20.081967,3.168751,0.494924,Elementary
