document,CharacterCount,WordCount,AverageWordLength,UniqueWordsCount,TypeTokenRatio,RootTypeTokenRatio,CorrectedTypeTokenRatio,AvgTreeDepth,AvgTreeScore,MLC,MLS,MLT,C_S,C_T,CT_T,DC_C,DC_T,CP_C,CP_T,T_S,CN_C,CN_T,VP_T,SentenceCount,AvgSentenceLengthInWords,AvgSentenceLengthInChars,NounVariation,VerbVariation,AdjectiveVariation,AdverbVariation,VerbVariation1,SquaredVerbVariation1,CorrectedVerbVariation1,LexicalDensity,label
Cigarettes-ele.txt,2429.000000,479.000000,5.070981,241.000000,0.503132,11.011571,7.786357,12.869565,-155.912246,10.055556,23.608696,20.884615,2.347826,2.076923,0.961538,0.444444,0.923077,0.203704,0.423077,1.130435,2.129630,4.423077,0.423077,23.000000,23.608696,106.391304,0.494983,0.297659,0.140468,0.066890,0.382022,12.988764,2.548408,0.550645,0_Elementary
climate-change--ele.txt,2617.000000,512.000000,5.111328,283.000000,0.552734,12.506951,8.843750,9.482759,-141.435225,10.385965,20.413793,16.444444,1.965517,1.583333,0.388889,0.210526,0.333333,0.280702,0.444444,1.241379,2.122807,3.361111,0.444444,29.000000,20.413793,91.000000,0.486804,0.231672,0.167155,0.114370,0.417722,13.784810,2.625339,0.576014,0_Elementary
Coal-to-challenge-oil-ele.txt,1714.000000,372.000000,4.607527,208.000000,0.559140,10.784298,7.625650,10.210526,-146.231885,11.378378,22.157895,18.304348,1.947368,1.608696,0.478261,0.297297,0.478261,0.162162,0.260870,1.210526,2.054054,3.304348,0.260870,19.000000,22.157895,90.842105,0.572034,0.224576,0.131356,0.072034,0.471698,11.792453,2.428215,0.560570,0_Elementary
Copyright-ele.txt,2412.000000,493.000000,4.892495,295.000000,0.598377,13.286132,9.394714,13.434783,-170.747997,8.742424,25.086957,21.370370,2.869565,2.444444,1.407407,0.484848,1.185185,0.166667,0.407407,1.173913,1.833333,4.481481,0.407407,23.000000,25.086957,105.565217,0.540541,0.317568,0.091216,0.050676,0.489362,22.510638,3.354895,0.512998,0_Elementary
Crowdfunding-ele.txt,2602.000000,572.000000,4.548951,320.000000,0.559441,13.379872,9.460998,10.937500,-130.022126,9.764706,20.750000,16.600000,2.125000,1.700000,0.700000,0.352941,0.600000,0.191176,0.325000,1.250000,2.014706,3.425000,0.325000,32.000000,20.750000,81.750000,0.466867,0.331325,0.129518,0.072289,0.363636,14.545455,2.696799,0.500000,0_Elementary
Denmark-ele.txt,2544.000000,574.000000,4.432056,295.000000,0.513937,12.313062,8.706650,11.911765,-127.484691,8.696203,20.205882,14.617021,2.323529,1.680851,0.659574,0.341772,0.574468,0.151899,0.255319,1.382353,1.481013,2.489362,0.255319,34.000000,20.205882,75.882353,0.373529,0.400000,0.105882,0.120588,0.301471,12.360294,2.485990,0.494905,0_Elementary
Everest-ele.txt,2951.000000,623.000000,4.736758,341.000000,0.547352,13.661877,9.660406,9.833333,-114.480903,10.880597,17.357143,14.580000,1.595238,1.340000,0.360000,0.253731,0.340000,0.223881,0.300000,1.190476,1.805970,2.420000,0.300000,42.000000,17.357143,70.690476,0.486413,0.312500,0.130435,0.070652,0.382609,16.834783,2.901274,0.504801,0_Elementary
Exercise-ele.txt,3040.000000,650.000000,4.676923,335.000000,0.515385,13.139781,9.291228,9.395349,-118.001690,10.842857,17.651163,14.596154,1.627907,1.346154,0.461538,0.271429,0.365385,0.157143,0.211538,1.209302,1.885714,2.538462,0.211538,43.000000,17.651163,71.069767,0.472000,0.282667,0.130667,0.114667,0.433962,19.962264,3.159293,0.494071,0_Elementary
Facebook-deserted-by-millions-of-users-ele.txt,2193.000000,461.000000,4.757050,267.000000,0.579176,12.435430,8.793177,9.961538,-130.851341,14.459459,20.576923,19.814815,1.423077,1.370370,0.407407,0.297297,0.407407,0.243243,0.333333,1.038462,2.378378,3.259259,0.333333,26.000000,20.576923,84.653846,0.538182,0.240000,0.138182,0.083636,0.424242,11.878788,2.437087,0.514019,0_Elementary
False-memory-ele.txt,2727.000000,577.000000,4.726170,292.000000,0.506066,12.156119,8.595674,10.470588,-124.784687,10.770492,19.323529,18.771429,1.794118,1.742857,0.742857,0.409836,0.714286,0.147541,0.257143,1.029412,2.754098,4.800000,0.257143,34.000000,19.323529,80.852941,0.466077,0.274336,0.188791,0.070796,0.451613,18.967742,3.079589,0.515982,0_Elementary
Ferguson-ele.txt,2759.000000,632.000000,4.365506,305.000000,0.482595,12.132249,8.578795,10.710526,-115.577832,10.865672,19.157895,16.177778,1.763158,1.488889,0.444444,0.268657,0.400000,0.223881,0.333333,1.184211,2.283582,3.400000,0.333333,38.000000,19.157895,73.157895,0.458689,0.313390,0.150997,0.076923,0.363636,14.545455,2.696799,0.482143,0_Elementary
Fitness-ele.txt,2668.000000,605.000000,4.409917,346.000000,0.571901,14.066900,9.946801,10.047619,-117.017980,8.963415,17.500000,15.978261,1.952381,1.782609,0.630435,0.365854,0.652174,0.085366,0.152174,1.095238,1.536585,2.739130,0.152174,42.000000,17.500000,63.857143,0.401114,0.350975,0.125348,0.122563,0.380952,18.285714,3.023716,0.488435,0_Elementary
Food-shortages-ele.txt,2018.000000,417.000000,4.839329,233.000000,0.558753,11.410059,8.068130,11.523810,-148.142245,12.578947,22.761905,20.782609,1.809524,1.652174,0.478261,0.289474,0.478261,0.263158,0.434783,1.095238,2.789474,4.608696,0.434783,21.000000,22.761905,96.952381,0.530769,0.269231,0.134615,0.065385,0.471429,15.557143,2.789009,0.543933,0_Elementary
Gangs-ele.txt,2984.000000,667.000000,4.473763,345.000000,0.517241,13.358453,9.445853,9.156863,-134.657618,8.931034,15.235294,12.532258,1.705882,1.403226,0.548387,0.367816,0.516129,0.114943,0.161290,1.215686,1.206897,1.693548,0.161290,51.000000,15.235294,59.137255,0.421320,0.360406,0.129442,0.088832,0.352113,17.605634,2.966954,0.507079,0_Elementary
Gorillas-and-oil-ele.txt,1908.000000,403.000000,4.734491,229.000000,0.568238,11.407303,8.066181,10.040000,-121.665517,10.043478,18.480000,17.111111,1.840000,1.703704,0.481481,0.282609,0.481481,0.195652,0.333333,1.080000,1.369565,2.333333,0.333333,25.000000,18.480000,76.720000,0.591093,0.246964,0.117409,0.044534,0.491803,14.754098,2.716072,0.534632,0_Elementary
Greeks-and-drugs-ele.txt,2155.000000,469.000000,4.594883,267.000000,0.569296,12.328914,8.717859,10.233333,-117.628210,9.000000,18.600000,13.950000,2.066667,1.550000,0.475000,0.274194,0.425000,0.193548,0.300000,1.333333,1.935484,3.000000,0.300000,30.000000,18.600000,72.700000,0.451049,0.335664,0.150350,0.062937,0.406250,15.843750,2.814583,0.512545,0_Elementary
Hillsborough-ele.txt,3159.000000,655.000000,4.822901,318.000000,0.485496,12.425288,8.786006,10.368421,-125.159625,9.506329,19.763158,15.978723,2.078947,1.680851,0.765957,0.417722,0.702128,0.189873,0.319149,1.236842,1.367089,2.297872,0.319149,38.000000,19.763158,83.657895,0.535433,0.301837,0.081365,0.081365,0.339130,13.226087,2.571584,0.507324,0_Elementary
Insects-ele.txt,2786.000000,607.000000,4.589786,337.000000,0.555189,13.678408,9.672095,10.323529,-166.352008,12.105263,20.294118,16.046512,1.676471,1.325581,0.418605,0.298246,0.395349,0.368421,0.488372,1.264706,2.719298,3.604651,0.488372,34.000000,20.294118,82.352941,0.540390,0.256267,0.133705,0.069638,0.434783,17.391304,2.948839,0.520290,0_Elementary
Japan-ele.txt,3042.000000,671.000000,4.533532,351.000000,0.523100,13.550205,9.581442,9.580000,-99.035075,8.955056,15.940000,12.854839,1.780000,1.435484,0.435484,0.280899,0.403226,0.235955,0.338710,1.240000,1.000000,1.435484,0.338710,50.000000,15.940000,61.200000,0.441734,0.376694,0.105691,0.075881,0.446043,27.654676,3.718513,0.462986,0_Elementary
Japan-menu-ele.txt,2114.000000,419.000000,5.045346,264.000000,0.630072,12.897244,9.119729,11.761905,-158.410762,10.555556,22.619048,16.379310,2.142857,1.551724,0.862069,0.422222,0.655172,0.177778,0.275862,1.380952,2.400000,3.724138,0.275862,21.000000,22.619048,100.857143,0.526316,0.278195,0.142857,0.052632,0.621622,28.594595,3.781177,0.560000,0_Elementary
Kashmir-ele.txt,3054.000000,630.000000,4.847619,354.000000,0.561905,14.103698,9.972820,9.478261,-102.928930,9.551282,16.195652,13.796296,1.695652,1.444444,0.388889,0.269231,0.388889,0.102564,0.148148,1.173913,1.602564,2.314815,0.148148,46.000000,16.195652,66.869565,0.433333,0.305128,0.161538,0.100000,0.344538,14.126050,2.657635,0.523490,0_Elementary
Kate-and-William-ele.txt,1319.000000,280.000000,4.710714,163.000000,0.582143,9.741113,6.888007,11.066667,-136.802877,14.181818,20.800000,19.500000,1.466667,1.375000,0.375000,0.272727,0.375000,0.363636,0.500000,1.066667,2.409091,3.312500,0.500000,15.000000,20.800000,88.066667,0.566879,0.280255,0.101911,0.050955,0.568182,14.204545,2.665009,0.503205,0_Elementary
Kenya-ele.txt,2863.000000,603.000000,4.747927,296.000000,0.490879,12.054052,8.523502,10.941176,-126.552167,9.106667,20.088235,16.658537,2.205882,1.829268,0.780488,0.413333,0.756098,0.133333,0.243902,1.205882,2.280000,4.170732,0.243902,34.000000,20.088235,84.500000,0.439306,0.320809,0.158960,0.080925,0.360360,14.414414,2.684624,0.506589,0_Elementary
Liberia-ele.txt,2816.000000,645.000000,4.365891,325.000000,0.503876,12.796863,9.048748,10.617647,-141.821596,11.730159,21.735294,16.422222,1.852941,1.400000,0.466667,0.269841,0.377778,0.349206,0.488889,1.323529,2.285714,3.200000,0.488889,34.000000,21.735294,83.470588,0.518135,0.290155,0.124352,0.067358,0.383929,16.508929,2.873058,0.522327,0_Elementary
Lie-detector-ele.txt,2059.000000,433.000000,4.755196,249.000000,0.575058,11.966176,8.461364,10.076923,-124.504888,11.441860,18.923077,16.400000,1.653846,1.433333,0.400000,0.325581,0.466667,0.325581,0.466667,1.153846,1.953488,2.800000,0.466667,26.000000,18.923077,79.576923,0.488372,0.306202,0.151163,0.054264,0.443038,15.506329,2.784450,0.524390,0_Elementary
Life-expectancy-ele.txt,2917.000000,637.000000,4.579278,348.000000,0.546311,13.788262,9.749774,10.378378,-126.871633,11.400000,20.027027,18.525000,1.756757,1.625000,0.525000,0.307692,0.500000,0.261538,0.425000,1.081081,2.292308,3.725000,0.425000,37.000000,20.027027,80.189189,0.486413,0.255435,0.168478,0.089674,0.308511,8.946809,2.115042,0.496626,0_Elementary
Life-on-Mars-ele.txt,2329.000000,503.000000,4.630219,273.000000,0.542744,12.172468,8.607235,11.629630,-134.307618,11.115385,21.407407,18.062500,1.925926,1.625000,0.718750,0.365385,0.593750,0.211538,0.343750,1.185185,1.846154,3.000000,0.343750,27.000000,21.407407,86.629630,0.520295,0.306273,0.110701,0.062731,0.530120,23.325301,3.415062,0.468858,0_Elementary
Loterry-ele.txt,2058.000000,427.000000,4.819672,249.000000,0.583138,12.049955,8.520605,9.222222,-126.849981,14.289474,20.111111,15.970588,1.407407,1.117647,0.205882,0.184211,0.205882,0.368421,0.411765,1.259259,2.368421,2.647059,0.411765,27.000000,20.111111,79.481481,0.523622,0.287402,0.137795,0.051181,0.397260,11.520548,2.400057,0.467772,0_Elementary
Malala-ele.txt,2408.000000,523.000000,4.604207,293.000000,0.560229,12.811995,9.059449,10.200000,-136.529221,10.508475,20.666667,17.222222,1.966667,1.638889,0.527778,0.288136,0.472222,0.118644,0.194444,1.200000,1.610169,2.638889,0.194444,30.000000,20.666667,81.000000,0.539007,0.312057,0.085106,0.063830,0.465909,19.102273,3.090491,0.454839,0_Elementary
Meteorite-ele.txt,2211.000000,473.000000,4.674419,267.000000,0.564482,12.276673,8.680919,9.121212,-106.798309,10.307692,16.242424,14.105263,1.575758,1.368421,0.315789,0.230769,0.315789,0.096154,0.131579,1.151515,2.288462,3.131579,0.131579,33.000000,16.242424,67.727273,0.519856,0.277978,0.129964,0.072202,0.428571,14.142857,2.659216,0.516791,0_Elementary
Midlife-crisis-ele.txt,2203.000000,460.000000,4.789130,253.000000,0.550000,11.796186,8.341163,11.666667,-141.807658,9.428571,22.000000,20.307692,2.333333,2.153846,1.038462,0.464286,1.000000,0.232143,0.500000,1.083333,2.321429,5.000000,0.500000,24.000000,22.000000,92.125000,0.511278,0.266917,0.172932,0.048872,0.450704,14.422535,2.685380,0.503788,0_Elementary
Murderers-beware-ele.txt,1912.000000,375.000000,5.098667,213.000000,0.568000,10.999273,7.777660,11.350000,-140.489573,11.205128,21.850000,21.850000,1.950000,1.950000,0.650000,0.333333,0.650000,0.153846,0.300000,1.000000,2.666667,5.200000,0.300000,20.000000,21.850000,96.100000,0.478261,0.291304,0.152174,0.078261,0.388060,10.089552,2.246058,0.526316,0_Elementary
Nelson-Mandela-ele.txt,2294.000000,484.000000,4.739669,281.000000,0.580579,12.772727,9.031682,9.962963,-142.531079,12.369565,21.074074,18.966667,1.703704,1.533333,0.466667,0.239130,0.366667,0.282609,0.433333,1.111111,2.956522,4.533333,0.433333,27.000000,21.074074,85.851852,0.586441,0.247458,0.125424,0.040678,0.589041,25.328767,3.558705,0.518453,0_Elementary
Nepal-ele.txt,2501.000000,521.000000,4.800384,293.000000,0.562380,12.836563,9.076821,10.800000,-135.072804,10.727273,19.666667,17.352941,1.833333,1.617647,0.558824,0.327273,0.529412,0.181818,0.294118,1.133333,2.418182,3.911765,0.294118,30.000000,19.666667,84.100000,0.552050,0.271293,0.132492,0.044164,0.465116,18.604651,3.049971,0.537288,0_Elementary
Norwegian-sun-ele.txt,3302.000000,709.000000,4.657264,407.000000,0.574048,15.285206,10.808273,8.893617,-144.232306,11.520000,18.382979,16.941176,1.595745,1.470588,0.450980,0.293333,0.431373,0.226667,0.333333,1.085106,2.426667,3.568627,0.333333,47.000000,18.382979,70.808511,0.478803,0.269327,0.149626,0.102244,0.407407,17.925926,2.993821,0.464120,0_Elementary
NSA-2-ele.txt,2471.000000,487.000000,5.073922,257.000000,0.527721,11.645782,8.234811,11.275862,-126.527142,10.603774,19.379310,17.562500,1.827586,1.656250,0.562500,0.320755,0.531250,0.169811,0.281250,1.103448,1.792453,2.968750,0.281250,29.000000,19.379310,86.517241,0.539474,0.292763,0.092105,0.075658,0.483146,20.775281,3.222986,0.540925,0_Elementary
NSA-scandal-ele.txt,2865.000000,569.000000,5.035149,292.000000,0.513181,12.241277,8.655890,11.760000,-173.324120,10.218750,26.160000,19.235294,2.560000,1.882353,0.911765,0.437500,0.823529,0.187500,0.352941,1.360000,1.953125,3.676471,0.352941,25.000000,26.160000,115.760000,0.577508,0.276596,0.082067,0.063830,0.472527,20.318681,3.187372,0.503058,0_Elementary
Obama-ele.txt,2172.000000,463.000000,4.691145,271.000000,0.585313,12.594438,8.905613,10.640000,-141.396462,10.500000,21.840000,16.545455,2.080000,1.575758,0.636364,0.326923,0.515152,0.269231,0.424242,1.320000,1.923077,3.030303,0.424242,25.000000,21.840000,87.680000,0.468165,0.322097,0.116105,0.093633,0.569767,27.918605,3.736215,0.489011,0_Elementary
Old-age-ele.txt,2563.000000,512.000000,5.005859,272.000000,0.531250,12.020815,8.500000,10.791667,-160.139047,10.527273,24.125000,16.083333,2.291667,1.527778,0.583333,0.309091,0.472222,0.272727,0.416667,1.500000,2.400000,3.666667,0.416667,24.000000,24.125000,106.958333,0.457944,0.224299,0.239875,0.077882,0.388889,10.888889,2.333333,0.554404,0_Elementary
Organs-ele.txt,2152.000000,474.000000,4.540084,243.000000,0.512658,11.161360,7.892273,13.826087,-149.965559,9.258621,23.347826,19.888889,2.521739,2.148148,1.222222,0.500000,1.074074,0.086207,0.185185,1.173913,2.258621,4.851852,0.185185,23.000000,23.347826,94.173913,0.492754,0.322464,0.112319,0.072464,0.370787,12.235955,2.473455,0.513966,0_Elementary
Pope-ele.txt,2820.000000,633.000000,4.454976,327.000000,0.516588,12.997083,9.190326,10.368421,-125.767807,9.362500,19.710526,17.022727,2.105263,1.818182,0.909091,0.487500,0.886364,0.162500,0.295455,1.157895,1.650000,3.000000,0.295455,38.000000,19.710526,74.815789,0.450000,0.350000,0.116667,0.083333,0.325397,13.341270,2.582757,0.480641,0_Elementary
Prince-Harry-ele.txt,2062.000000,472.000000,4.368644,250.000000,0.529661,11.507183,8.136807,10.419355,-114.913240,10.127273,17.967742,16.878788,1.774194,1.666667,0.848485,0.472727,0.787879,0.236364,0.393939,1.064516,1.854545,3.090909,0.393939,31.000000,17.967742,67.096774,0.425703,0.353414,0.092369,0.128514,0.443182,17.284091,2.939736,0.447038,0_Elementary
Rats-ele.txt,3147.000000,639.000000,4.924883,333.000000,0.521127,13.173276,9.314913,11.615385,-121.770625,10.700000,19.205128,18.725000,1.794872,1.750000,0.750000,0.428571,0.750000,0.128571,0.225000,1.025641,2.314286,4.050000,0.225000,39.000000,19.205128,81.358974,0.465789,0.315789,0.134211,0.084211,0.391667,18.408333,3.033837,0.507343,0_Elementary
Richard-III-ele.txt,3118.000000,693.000000,4.499278,355.000000,0.512266,13.485335,9.535572,11.027778,-144.284473,10.128205,21.944444,18.809524,2.166667,1.857143,0.976190,0.461538,0.857143,0.153846,0.285714,1.166667,2.717949,5.047619,0.285714,36.000000,21.944444,86.833333,0.492683,0.280488,0.121951,0.104878,0.408696,19.208696,3.099088,0.518987,0_Elementary
Royal-Baby-ele.txt,2903.000000,613.000000,4.735726,314.000000,0.512235,12.682341,8.967769,10.093750,-156.249504,14.816327,22.687500,19.105263,1.531250,1.289474,0.236842,0.163265,0.210526,0.448980,0.578947,1.187500,3.448980,4.447368,0.578947,32.000000,22.687500,91.343750,0.588889,0.227778,0.127778,0.055556,0.414634,14.097561,2.654954,0.495868,0_Elementary
Skydiver-ele.txt,3072.000000,666.000000,4.612613,363.000000,0.545045,14.065964,9.946139,9.682927,-174.297982,10.051948,18.878049,15.795918,1.878049,1.571429,0.428571,0.259740,0.408163,0.168831,0.265306,1.195122,1.792208,2.816327,0.265306,41.000000,18.878049,75.658537,0.488189,0.286089,0.146982,0.078740,0.467890,23.862385,3.454156,0.492248,0_Elementary
Spain-ele.txt,2843.000000,611.000000,4.653028,322.000000,0.527005,13.026726,9.211286,10.210526,-116.756155,8.662500,18.236842,15.065217,2.105263,1.739130,0.717391,0.387500,0.673913,0.162500,0.282609,1.210526,1.675000,2.913043,0.282609,38.000000,18.236842,75.184211,0.482480,0.285714,0.148248,0.083558,0.377358,15.094340,2.747211,0.535354,0_Elementary
Starbucks-ele.txt,2027.000000,403.000000,5.029777,242.000000,0.600496,12.054879,8.524086,12.500000,-154.732370,10.239130,23.550000,21.409091,2.300000,2.090909,0.863636,0.413043,0.863636,0.173913,0.363636,1.100000,2.000000,4.181818,0.363636,20.000000,23.550000,101.900000,0.539063,0.281250,0.121094,0.058594,0.500000,18.000000,3.000000,0.543524,0_Elementary
Superbugs-ele.txt,2359.000000,468.000000,5.040598,244.000000,0.521368,11.278904,7.975389,9.848485,-108.369659,9.943396,15.969697,14.638889,1.606061,1.472222,0.527778,0.358491,0.527778,0.169811,0.250000,1.090909,2.320755,3.416667,0.250000,33.000000,15.969697,71.969697,0.435088,0.273684,0.182456,0.108772,0.346154,9.346154,2.161730,0.540797,0_Elementary
Swedish-prisons-ele.txt,2005.000000,420.000000,4.773810,241.000000,0.573810,11.759596,8.315290,10.952381,-148.089720,11.829268,23.095238,16.724138,1.952381,1.413793,0.517241,0.317073,0.448276,0.195122,0.275862,1.380952,2.756098,3.896552,0.275862,21.000000,23.095238,96.047619,0.489177,0.290043,0.134199,0.086580,0.417910,11.701493,2.418832,0.476289,0_Elementary
Syria-ele.txt,2662.000000,567.000000,4.694885,338.000000,0.596120,14.194666,10.037144,9.666667,-117.085602,10.123077,18.277778,15.666667,1.805556,1.547619,0.500000,0.323077,0.500000,0.169231,0.261905,1.166667,1.723077,2.666667,0.261905,36.000000,18.277778,74.333333,0.438040,0.291066,0.126801,0.144092,0.465347,21.871287,3.306908,0.527356,0_Elementary
Teff-ele.txt,2472.000000,518.000000,4.772201,291.000000,0.561776,12.785806,9.040930,9.250000,-127.098286,14.119048,18.531250,14.825000,1.312500,1.050000,0.225000,0.214286,0.225000,0.500000,0.525000,1.250000,3.214286,3.375000,0.525000,32.000000,18.531250,77.375000,0.504615,0.224615,0.181538,0.089231,0.479452,16.780822,2.896621,0.548061,0_Elementary
Thatcher-ele.txt,2691.000000,552.000000,4.875000,308.000000,0.557971,13.109351,9.269711,9.709677,-133.070247,11.527273,20.451613,18.647059,1.774194,1.617647,0.500000,0.309091,0.500000,0.290909,0.470588,1.096774,2.527273,4.088235,0.470588,31.000000,20.451613,87.193548,0.480000,0.255385,0.200000,0.064615,0.530120,23.325301,3.415062,0.512618,0_Elementary
US-shutdown-ele.txt,1806.000000,371.000000,4.867925,239.000000,0.644205,12.408262,8.773966,9.923077,-142.265974,9.125000,16.846154,15.642857,1.846154,1.714286,0.678571,0.395833,0.678571,0.104167,0.178571,1.076923,1.375000,2.357143,0.178571,26.000000,16.846154,70.307692,0.493088,0.304147,0.110599,0.092166,0.530303,18.560606,3.046359,0.495434,0_Elementary
Violence-ele.txt,2706.000000,545.000000,4.965138,273.000000,0.500917,11.694035,8.268932,10.967742,-167.202681,10.409836,20.483871,18.142857,1.967742,1.742857,0.628571,0.377049,0.657143,0.344262,0.600000,1.129032,3.000000,5.228571,0.600000,31.000000,20.483871,88.193548,0.529412,0.250774,0.154799,0.065015,0.345679,9.679012,2.199888,0.508661,0_Elementary
WNL-101-year-old-bottle-message-ele.txt,2499.000000,576.000000,4.338542,268.000000,0.465278,11.166667,7.896026,10.571429,-114.521342,8.182927,19.171429,15.976190,2.342857,1.952381,1.000000,0.426829,0.833333,0.121951,0.238095,1.200000,1.121951,2.190476,0.238095,35.000000,19.171429,71.971429,0.452381,0.353741,0.102041,0.091837,0.346154,12.461538,2.496151,0.438152,0_Elementary
WNL-A-good-night-sleep-ele.txt,2758.000000,613.000000,4.499184,327.000000,0.533442,13.207406,9.339046,11.921053,-123.209588,9.621622,18.736842,16.181818,1.947368,1.681818,0.750000,0.405405,0.681818,0.135135,0.227273,1.157895,2.000000,3.363636,0.227273,38.000000,18.736842,73.473684,0.407104,0.349727,0.142077,0.101093,0.343750,15.125000,2.750000,0.514045,0_Elementary
WNL-Apple-ele.txt,2329.000000,490.000000,4.753061,272.000000,0.555102,12.287707,8.688721,9.000000,-122.020365,14.609756,18.718750,18.151515,1.281250,1.242424,0.181818,0.146341,0.181818,0.268293,0.333333,1.031250,3.585366,4.454545,0.333333,32.000000,18.718750,74.718750,0.561224,0.180272,0.166667,0.091837,0.396226,8.320755,2.039700,0.490818,0_Elementary
WNL-Arctic-Ramadan-ele.txt,2660.000000,594.000000,4.478114,298.000000,0.501684,12.227088,8.645857,9.756757,-206.264389,10.185714,19.270270,16.581395,1.891892,1.627907,0.465116,0.271429,0.441860,0.157143,0.255814,1.162162,2.000000,3.255814,0.255814,37.000000,19.270270,72.702703,0.468843,0.275964,0.148368,0.106825,0.333333,10.333333,2.273030,0.472651,0_Elementary
WNL-Are-MOOCs-the-future-ele.txt,3420.000000,665.000000,5.142857,353.000000,0.530827,13.688753,9.679410,11.615385,-138.543925,10.364865,19.666667,17.837209,1.897436,1.720930,0.534884,0.378378,0.651163,0.175676,0.302326,1.102564,2.337838,4.023256,0.302326,39.000000,19.666667,88.205128,0.460993,0.290780,0.158392,0.089835,0.455285,25.495935,3.570430,0.551499,0_Elementary
